"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 21 17:30:02 GMT 2026","Thu May 21 17:30:02 GMT 2026","3","tests.ai_edited_test.transformers","test_ai_transformers_attention_utils","TestMultiHeadAttention","","","test_forward_with_static_cache",""
"passed","Thu May 21 17:29:45 GMT 2026","Thu May 21 17:29:45 GMT 2026","1","tests.ai_edited_test.cli","test_ai_dataset_formatting","TestConversationsFormattingFunction","","","test_format_batch",""
"passed","Thu May 21 17:19:53 GMT 2026","Thu May 21 17:19:53 GMT 2026","35","tests.transformers.qwen2","test_modeling","Qwen2ModelTest","","","test_Qwen2_sequence_classification_model_for_single_label",""
"passed","Thu May 21 17:21:21 GMT 2026","Thu May 21 17:21:26 GMT 2026","5371","tests.transformers.qwen2_5_vl","test_processor","Qwen2_5_VLProcessorTest","","","test_processor",""
"passed","Thu May 21 17:30:02 GMT 2026","Thu May 21 17:30:02 GMT 2026","0","tests.ai_edited_test.utils","test_ai_distributed","TestDistributed","","","test_dtype_byte_size_int64",""
"passed","Thu May 21 17:26:44 GMT 2026","Thu May 21 17:26:49 GMT 2026","5038","tests.transformers.qwen3_vl","test_processor","Qwen3VLProcessorTest","","","test_image_processor",""
"passed","Thu May 21 17:30:00 GMT 2026","Thu May 21 17:30:00 GMT 2026","3","tests.ai_edited_test.transformers","test_ai_aoa_config_base","TestMoEAOAConfigParams","","","test_custom_values",""
"passed","Thu May 21 17:17:40 GMT 2026","Thu May 21 17:17:40 GMT 2026","0","tests.transformers.gpt_oss","test_modeling","GptOssModelIntegrationTest","","","test_model_from_config_paddle_hub",""
"passed","Thu May 21 17:30:01 GMT 2026","Thu May 21 17:30:01 GMT 2026","0","tests.ai_edited_test.transformers","test_ai_image_transforms","TestCenterToCornersFormat","","","test_numpy_corners_to_center",""
"passed","Thu May 21 17:29:55 GMT 2026","Thu May 21 17:29:55 GMT 2026","0","tests.ai_edited_test.cli","test_ai_sft_trainer","TestSFTTrainerPrepareDataset","","","test_skip_prepare_dataset",""
"passed","Thu May 21 17:29:45 GMT 2026","Thu May 21 17:29:45 GMT 2026","0","tests.ai_edited_test.cli","test_ai_data_args","TestDataArguments","","","test_default_cache_and_warmup","Test default caching and warmup values."
"skipped","Thu May 21 17:16:59 GMT 2026","Thu May 21 17:16:59 GMT 2026","0","tests.transformers.glm_ocr","test_processor","Glm46VProcessorTest","","","test_doubly_passed_kwargs_video",""
"passed","Thu May 21 17:30:00 GMT 2026","Thu May 21 17:30:00 GMT 2026","0","tests.ai_edited_test.transformers","test_ai_audio_utils","TestAudioUtils","","","test_window_function_hann_symmetric",""
"passed","Thu May 21 17:29:59 GMT 2026","Thu May 21 17:29:59 GMT 2026","1","tests.ai_edited_test.nn","test_ai_sink_impl","TestSinkAttentionForward","","","test_seq_len_mismatch_without_sei_raises","Test that seq length mismatch without startend_row_indices raises AssertionError."
"passed","Thu May 21 17:19:55 GMT 2026","Thu May 21 17:19:55 GMT 2026","189","tests.transformers.qwen2","test_modeling","Qwen2ModelTest","","","test_sample_generate",""
"passed","Thu May 21 17:29:45 GMT 2026","Thu May 21 17:29:45 GMT 2026","0","tests.ai_edited_test.cli","test_ai_convert_ckpt_sft","TestPaddleNameToHfNames","","","test_mlp_w2","Test mlp w2 weight conversion."
"passed","Thu May 21 17:30:00 GMT 2026","Thu May 21 17:30:00 GMT 2026","0","tests.ai_edited_test.trainer","test_ai_timer","TestTimers","","","test_call_with_event_timer",""
"passed","Thu May 21 17:29:55 GMT 2026","Thu May 21 17:29:55 GMT 2026","0","tests.ai_edited_test.datasets","test_ai_convertor","TestConvertDpoTxtData","","","test_basic_dpo_conversion",""
"passed","Thu May 21 17:22:08 GMT 2026","Thu May 21 17:22:10 GMT 2026","1768","tests.transformers.qwen2_5_vl","test_processor","Qwen2_5_VLProcessorTest","","","test_unstructured_kwargs_batched_video",""
"passed","Thu May 21 17:29:56 GMT 2026","Thu May 21 17:29:56 GMT 2026","0","tests.ai_edited_test.nn","test_ai_general","TestGeneralInterface","","","test_setitem","__setitem__ should store value in local mapping."
"passed","Thu May 21 17:29:57 GMT 2026","Thu May 21 17:29:57 GMT 2026","1","tests.ai_edited_test.nn","test_ai_moe_block","TestCreateMoeBlockEdgeCases","","","test_empty_experts_list","Test create_moe_block with empty experts list."
"passed","Thu May 21 17:29:54 GMT 2026","Thu May 21 17:29:54 GMT 2026","0","tests.ai_edited_test.cli","test_ai_parser","TestReadArgs","","","test_read_args_missing_config_files","Test read_args raises AssertionError when sys.argv too short."
"passed","Thu May 21 17:29:54 GMT 2026","Thu May 21 17:29:54 GMT 2026","0","tests.ai_edited_test.cli","test_ai_load_hf_ckpt","TestHandleMlpWeights","","","test_non_mlp_weight",""
"skipped","Thu May 21 17:29:44 GMT 2026","Thu May 21 17:29:44 GMT 2026","1","tests.transformers","test_hf_video_processor","TestHFMultiSourceVideoProcessor","","","test_preprocess_consistency_with_hf_dynamic",""
"skipped","Thu May 21 17:29:59 GMT 2026","Thu May 21 17:29:59 GMT 2026","0","tests.ai_edited_test.quantization","test_ai_quant_utils","TestConvertToQuantizeDequantizeStateDict","","","test_none_algo_skipped","Test that layers with None algo are skipped."
"passed","Thu May 21 17:29:44 GMT 2026","Thu May 21 17:29:44 GMT 2026","5","tests.transformers","test_modeling_rope_utils","RoPEUtilsTest","","","test_longrope_switches_freq",""
"passed","Thu May 21 17:30:03 GMT 2026","Thu May 21 17:30:03 GMT 2026","1","tests.ai_edited_test.utils","test_ai_image_utils","TestBbox","","","test_contain",""
"passed","Thu May 21 17:29:55 GMT 2026","Thu May 21 17:29:55 GMT 2026","0","tests.ai_edited_test.data","test_ai_data_collator","TestTolist","","","test_numpy_array_input","Test that numpy array with .numpy() attribute is handled."
"passed","Thu May 21 17:07:53 GMT 2026","Thu May 21 17:07:55 GMT 2026","1929","tests.dataset","test_mix_datasets","TestSFTDataset","","","test_interleave_over_dataset_len",""
"skipped","Thu May 21 17:29:59 GMT 2026","Thu May 21 17:29:59 GMT 2026","0","tests.ai_edited_test.quantization","test_ai_quant_utils","TestReplaceWithQuantizationLinear","","","test_replace_linear","Test that nn.Linear is replaced with QuantizationLinear."
"passed","Thu May 21 17:24:07 GMT 2026","Thu May 21 17:24:07 GMT 2026","1","tests.transformers.qwen2_vl","test_vision_process","TestQwenVisionProcessing","","","test_smart_nframes_fps_calculation","Test smart_nframes with fps calculation."
"passed","Thu May 21 17:07:40 GMT 2026","Thu May 21 17:07:40 GMT 2026","0","tests.dataset","test_file_reader","TestDatasetFileReader","","","test_filelist_reader_invalid_dir_raises","FileListReader raises ValueError when given a non-directory path."
"passed","Thu May 21 17:29:46 GMT 2026","Thu May 21 17:29:46 GMT 2026","1","tests.ai_edited_test.cli","test_ai_deepseek_v3_moe_utils","TestGetEnvDevice","","","test_cpu_device_when_no_accelerator","Test that CPU is returned when no accelerator is available."
"passed","Thu May 21 17:30:02 GMT 2026","Thu May 21 17:30:02 GMT 2026","0","tests.ai_edited_test.transformers","test_ai_vocab_utils","TestCalculatePaddedVocabSize","","","test_padding_with_tp_size",""
"passed","Thu May 21 17:29:44 GMT 2026","Thu May 21 17:29:44 GMT 2026","0","tests.transformers","test_modeling_rope_utils","RoPEUtilsTest","","","test_rope_init_functions_coverage",""
"passed","Thu May 21 17:30:01 GMT 2026","Thu May 21 17:30:01 GMT 2026","1","tests.ai_edited_test.transformers","test_ai_ernie4_5_vl_dpo","TestErnieDPOCriterion","","","test_forward_with_reference","Test forward with reference logprobs."
"passed","Thu May 21 17:30:02 GMT 2026","Thu May 21 17:30:02 GMT 2026","2","tests.ai_edited_test.transformers","test_ai_optimization","TestLinearAnnealingWithWarmupDecay","","","test_returns_min_lr_after_decay_step",""
"passed","Thu May 21 17:11:17 GMT 2026","Thu May 21 17:11:21 GMT 2026","4207","tests.transformers.auto","test_processor","AutoProcessorTest","","","test_auto_processor_save_load",""
"passed","Thu May 21 17:29:09 GMT 2026","Thu May 21 17:29:09 GMT 2026","2","tests.transformers","test_cache_utils","CacheUtilsTest","","","test_dynamic_cache_init_with_config","Test DynamicCache correctly initializes layer types from config"
"passed","Thu May 21 17:30:01 GMT 2026","Thu May 21 17:30:01 GMT 2026","12","tests.ai_edited_test.transformers","test_ai_kimi_k2_tokenizer","TestKimiK2TikTokenTokenizer","","","test_convert_token_to_id",""
"skipped","Thu May 21 17:30:02 GMT 2026","Thu May 21 17:30:02 GMT 2026","1","tests.ai_edited_test.utils","test_ai_download_common","TestRaiseForStatus","","","test_400_raises_bad_request",""
"passed","Thu May 21 17:30:02 GMT 2026","Thu May 21 17:30:02 GMT 2026","0","tests.ai_edited_test.utils","test_ai_download_common","TestCheckDiskSpace","","","test_huge_size_warns",""
"passed","Thu May 21 17:29:55 GMT 2026","Thu May 21 17:29:55 GMT 2026","0","tests.ai_edited_test.data","test_ai_data_tokenizer","TestBaseTokenizer","","","test_encode_is_noop","Test that encode method is a no-op (pass)."
"passed","Thu May 21 17:29:45 GMT 2026","Thu May 21 17:29:45 GMT 2026","1","tests.ai_edited_test.cli","test_ai_dataset_formatting","TestFormatMapping","","","test_three_formats",""
"passed","Thu May 21 17:29:58 GMT 2026","Thu May 21 17:29:58 GMT 2026","1","tests.ai_edited_test.nn","test_ai_moe_deepep_gate","TestMoEGateMixin","","","test_cal_z_loss_shape","Test _cal_z_loss with different batch sizes."
"passed","Thu May 21 17:29:44 GMT 2026","Thu May 21 17:29:44 GMT 2026","7","tests.transformers","test_modeling_rope_utils","RoPEUtilsTest","","","test_longrope_rope_numerically",""
"passed","Thu May 21 17:30:00 GMT 2026","Thu May 21 17:30:00 GMT 2026","1","tests.ai_edited_test.transformers","test_ai_audio_utils","TestAudioUtils","","","test_create_triangular_filter_bank_shape",""
"passed","Thu May 21 17:30:00 GMT 2026","Thu May 21 17:30:00 GMT 2026","2","tests.ai_edited_test.trainer","test_ai_zero_cost_ckpt","TestUnwrapOptForFusedStates","","","test_nested_inner_opt_stops_at_sharding","Test unwrapping stops at DygraphShardingOptimizer."
"passed","Thu May 21 17:20:19 GMT 2026","Thu May 21 17:20:21 GMT 2026","1655","tests.transformers.qwen2_5_vl","test_modeling","Qwen2_5_VLCompatibilityTest","","","test_Qwen2_5_VL_classes_from_local_dir_0_Qwen2_5_VLModel",""
"passed","Thu May 21 17:30:00 GMT 2026","Thu May 21 17:30:00 GMT 2026","1","tests.ai_edited_test.trainer","test_ai_reshard_common","TestNodeModelState","","","test_add_weights_with_rank","Test adding weights with rank."
"passed","Thu May 21 17:30:03 GMT 2026","Thu May 21 17:30:03 GMT 2026","0","tests.ai_edited_test.utils","test_ai_image_utils","TestBbox","","","test_overlap",""
"passed","Thu May 21 17:29:46 GMT 2026","Thu May 21 17:29:46 GMT 2026","2","tests.ai_edited_test.cli","test_ai_deepseek_v3_moe_gate","TestTopkgating","","","test_topkgating_group_limited_greedy","Test topkgating with group_limited_greedy method."
"passed","Thu May 21 17:29:58 GMT 2026","Thu May 21 17:29:58 GMT 2026","8","tests.ai_edited_test.nn","test_ai_moe_deepep_layer","TestModularMoELayer","","","test_remove_loss_function_warns","Test remove_loss_function logs warning when use_flexible_loss=False."
"passed","Thu May 21 17:29:46 GMT 2026","Thu May 21 17:29:46 GMT 2026","1","tests.ai_edited_test.cli","test_ai_deepseek_v3_moe_gate","TestPretrainedMoEGate","","","test_priority_all_within_capacity","Test _priority when all tokens are within capacity."
"passed","Thu May 21 17:29:57 GMT 2026","Thu May 21 17:29:57 GMT 2026","2","tests.ai_edited_test.nn","test_ai_moe_block","TestMoEStatics","","","test_init_different_layer_idx","Test that different layer_idx produces different unique_name guards."
"passed","Thu May 21 17:14:09 GMT 2026","Thu May 21 17:14:12 GMT 2026","2399","tests.transformers.glm4v_moe","test_processor","Glm4vMoeProcessorTest","","","test_apply_chat_template_assistant_mask",""
"passed","Thu May 21 17:29:58 GMT 2026","Thu May 21 17:29:58 GMT 2026","1","tests.ai_edited_test.nn","test_ai_moe_deepep_gate","TestMoEGateMixin","","","test_gate_score_func_gelu","Test gate_score_func with gelu scoring."
"passed","Thu May 21 17:29:58 GMT 2026","Thu May 21 17:29:58 GMT 2026","1","tests.ai_edited_test.nn","test_ai_moe_utils","TestParseMoeGroup","","","test_mp_group_single_rank","Test 'mp' group with single rank falls back to dummy."
"passed","Thu May 21 17:29:46 GMT 2026","Thu May 21 17:29:46 GMT 2026","0","tests.ai_edited_test.cli","test_ai_deepseek_v3_moe_layer","TestStopGradientForMultiInput","","","test_tuple_of_tensors","Test with a tuple of tensors (only first gets gradient)."
"passed","Thu May 21 17:29:46 GMT 2026","Thu May 21 17:29:46 GMT 2026","0","tests.ai_edited_test.cli","test_ai_ernie_callbacks_init","TestCallbacksInit","","","test_moe_correction_bias_adjust_callback_importable","Test MoECorrectionBiasAdjustCallback is importable."
"passed","Thu May 21 17:29:55 GMT 2026","Thu May 21 17:29:55 GMT 2026","0","tests.ai_edited_test.cli","test_ai_preprocess_args","TestEnd2EndProcessorArguments","","","test_defaults","Test default values from all parent classes."
"passed","Thu May 21 17:29:45 GMT 2026","Thu May 21 17:29:45 GMT 2026","0","tests.ai_edited_test.cli","test_ai_cli","TestCliConstants","","","test_usage_format",""
"passed","Thu May 21 17:29:47 GMT 2026","Thu May 21 17:29:47 GMT 2026","0","tests.ai_edited_test.cli","test_ai_ernie_model_config","TestModelConfig","","","test_custom_values","Test that ModelConfig accepts custom values."
"passed","Thu May 21 17:30:00 GMT 2026","Thu May 21 17:30:00 GMT 2026","0","tests.ai_edited_test.trainer","test_ai_reshard_v2","TestPadTensor","","","test_no_padding_needed","Test padding when tensor already matches size."
"passed","Thu May 21 17:24:23 GMT 2026","Thu May 21 17:24:23 GMT 2026","168","tests.transformers.qwen3","test_modeling","Qwen3ModelTest","","","test_sample_generate",""
"passed","Thu May 21 17:29:54 GMT 2026","Thu May 21 17:29:54 GMT 2026","0","tests.ai_edited_test.cli","test_ai_mllm_utils","TestGetMultimodelLoraTargetModules","","","test_freeze_llm_filters_llm_modules",""
"passed","Thu May 21 17:30:03 GMT 2026","Thu May 21 17:30:03 GMT 2026","0","tests.ai_edited_test.utils","test_ai_initializer","TestCalculateCorrectFan","","","test_fan_out",""
"passed","Thu May 21 17:14:57 GMT 2026","Thu May 21 17:14:59 GMT 2026","2634","tests.transformers.glm4v_moe","test_processor","Glm4vMoeProcessorTest","","","test_kwargs_overrides_custom_image_processor_kwargs",""
"passed","Thu May 21 17:29:57 GMT 2026","Thu May 21 17:29:57 GMT 2026","1","tests.ai_edited_test.nn","test_ai_moe_all_to_all","TestAlltoAllBackward","","","test_backward_calls_alltoall","Test that backward calls AlltoAll.apply."
"passed","Thu May 21 17:29:59 GMT 2026","Thu May 21 17:29:59 GMT 2026","0","tests.ai_edited_test.trainer","test_ai_ckpt_converter","TestConstants","","","test_model_weight_suffix","Test MODEL_WEIGHT_SUFFIX constant."
"passed","Thu May 21 17:29:45 GMT 2026","Thu May 21 17:29:45 GMT 2026","1","tests.ai_edited_test.cli","test_ai_deepseek_v3_config","TestDeepseekV2FastConfig","","","test_flex_token_config","Test flex token related configuration."
"passed","Thu May 21 17:29:56 GMT 2026","Thu May 21 17:29:56 GMT 2026","0","tests.ai_edited_test.datasets","test_ai_tool_utils","TestLlama3ToolUtils","","","test_function_formatter_multiple",""
"passed","Thu May 21 17:16:47 GMT 2026","Thu May 21 17:16:47 GMT 2026","0","tests.transformers.glm_moe_dsa","test_modeling","GlmMoeDsaModelTest","","","test_attention_outputs",""
"passed","Thu May 21 17:29:58 GMT 2026","Thu May 21 17:29:58 GMT 2026","1","tests.ai_edited_test.nn","test_ai_moe_deepep_factory","TestQuickAccessMoEFactory","","","test_import","Test that QuickAccessMoEFactory can be imported."
"passed","Thu May 21 17:29:47 GMT 2026","Thu May 21 17:29:47 GMT 2026","2","tests.ai_edited_test.cli","test_ai_ernie_top2_gate","TestMaskedFill","","","test_2d_tensor","Test masked_fill with 2D tensor."
"passed","Thu May 21 17:29:58 GMT 2026","Thu May 21 17:29:58 GMT 2026","1","tests.ai_edited_test.nn","test_ai_norm","TestNorm","","","test_norm_create_custom_eps","Norm.create should pass through custom norm_eps."
"passed","Thu May 21 17:17:49 GMT 2026","Thu May 21 17:17:50 GMT 2026","914","tests.transformers.kimi_k25","test_processor","KimiK25ProcessorTest","","","test_get_num_vision_tokens","Tests general functionality of the helper used internally in vLLM"
"passed","Thu May 21 17:30:03 GMT 2026","Thu May 21 17:30:03 GMT 2026","0","tests.ai_edited_test.utils","test_ai_image_utils","TestPermute","","","test_single_sample_no_bgr",""
"passed","Thu May 21 17:12:50 GMT 2026","Thu May 21 17:12:50 GMT 2026","0","tests.transformers.glm4_moe","test_modeling","Glm4MoeModelTest","","","test_resize_tokens_embeddings",""
"passed","Thu May 21 17:18:25 GMT 2026","Thu May 21 17:18:25 GMT 2026","31","tests.transformers.llama","test_modeling","LlamaModelTest","","","test_model_attention_mask",""
"passed","Thu May 21 17:29:55 GMT 2026","Thu May 21 17:29:55 GMT 2026","0","tests.ai_edited_test.data","test_ai_vocab","TestVocabSortIndex","","","test_sort_with_unknown_token_raises",""
"passed","Thu May 21 17:26:52 GMT 2026","Thu May 21 17:26:54 GMT 2026","1638","tests.transformers.qwen3_vl","test_processor","Qwen3VLProcessorTest","","","test_kwargs_overrides_custom_image_processor_kwargs",""
"passed","Thu May 21 17:29:57 GMT 2026","Thu May 21 17:29:57 GMT 2026","0","tests.ai_edited_test.nn","test_ai_generation_utils","TestBeamHypotheses","","","test_add_within_capacity","Adding beams within capacity should store them."
"passed","Thu May 21 17:29:58 GMT 2026","Thu May 21 17:29:58 GMT 2026","3","tests.ai_edited_test.nn","test_ai_moe_deepep_gate","TestStandardMoEGate","","","test_forward_capacity","Test forward returns a positive capacity."
"passed","Thu May 21 17:30:00 GMT 2026","Thu May 21 17:30:00 GMT 2026","0","tests.ai_edited_test.transformers","test_ai_auto_utils","TestEinsum","","","test_rule_se_sec_to_sec",""
"passed","Thu May 21 17:18:25 GMT 2026","Thu May 21 17:18:25 GMT 2026","20","tests.transformers.llama","test_modeling","LlamaModelTest","","","test_for_missed_attribute",""
"passed","Thu May 21 17:29:54 GMT 2026","Thu May 21 17:29:54 GMT 2026","0","tests.ai_edited_test.cli","test_ai_generating_args","TestGeneratingArguments","","","test_stream_false","Test setting stream to False."
"passed","Thu May 21 17:29:45 GMT 2026","Thu May 21 17:29:45 GMT 2026","0","tests.ai_edited_test.cli","test_ai_deepseek_v3_moe_gate","TestPretrainedMoEGate","","","test_init_custom_values","Test initialization with custom parameter values."
"passed","Thu May 21 17:29:54 GMT 2026","Thu May 21 17:29:54 GMT 2026","0","tests.ai_edited_test.cli","test_ai_generating_args","TestGeneratingArguments","","","test_custom_frequency_penalty","Test custom frequency_penalty."
"passed","Thu May 21 17:29:46 GMT 2026","Thu May 21 17:29:46 GMT 2026","2","tests.ai_edited_test.cli","test_ai_ernie_config","TestErnieMoEConfig","","","test_async_a2a_with_quant","Test use_async_a2a works when use_quant_before_a2a is True."
"passed","Thu May 21 17:11:47 GMT 2026","Thu May 21 17:11:47 GMT 2026","10","tests.transformers.ernie4_5_moe_vl","test_modeling","Ernie4_5_VLModelTest","","","test_pretrained_config_save_load",""
"passed","Thu May 21 17:29:57 GMT 2026","Thu May 21 17:29:57 GMT 2026","0","tests.ai_edited_test.nn","test_ai_generation_utils","TestBeamHypotheses","","","test_add_better_than_worst","A beam better than worst should replace it."
"passed","Thu May 21 17:19:54 GMT 2026","Thu May 21 17:19:54 GMT 2026","34","tests.transformers.qwen2","test_modeling","Qwen2ModelTest","","","test_model_causal_lm",""
"passed","Thu May 21 17:29:57 GMT 2026","Thu May 21 17:29:57 GMT 2026","2","tests.ai_edited_test.nn","test_ai_moe_all_to_all","TestAlltoAllAsync","","","test_forward_single_world_manual_backward_called","Test forward with world_size=1 calls manual_backward."
"passed","Thu May 21 17:30:03 GMT 2026","Thu May 21 17:30:03 GMT 2026","1","tests.ai_edited_test.utils","test_ai_profiler","TestProfilerOptions","","","test_parse_exit_on_finished_yes",""
"passed","Thu May 21 17:13:49 GMT 2026","Thu May 21 17:13:49 GMT 2026","45","tests.transformers.glm4v_moe","test_modeling","Glm4vMoeModelTest","","","test_model",""
"passed","Thu May 21 17:30:01 GMT 2026","Thu May 21 17:30:01 GMT 2026","1","tests.ai_edited_test.transformers","test_ai_image_transforms","TestIsPaddleTensor","","","test_paddle_tensor",""
"passed","Thu May 21 17:30:03 GMT 2026","Thu May 21 17:30:03 GMT 2026","0","tests.ai_edited_test.utils","test_ai_image_utils","TestBbox","","","test_right_property",""
"passed","Thu May 21 17:29:54 GMT 2026","Thu May 21 17:29:54 GMT 2026","1","tests.ai_edited_test.cli","test_ai_mllm_utils","TestGetMultimodelLoraTargetModules","","","test_freeze_aligner_filters_aligner_modules",""
"skipped","Thu May 21 17:17:36 GMT 2026","Thu May 21 17:17:36 GMT 2026","1","tests.transformers.glm_ocr","test_processor","Glm46VProcessorTest","","","test_video_processor_defaults_preserved_by_video_kwargs","
        We use do_rescale=True, rescale_factor=-1.0 to ensure that image_processor kwargs are preserved in the processor.
        We then check that the mean of the pixel_values is less than or equal to 0 after processing.
        Since the original pixel_values are in [0, 255], this is a good indicator that the rescale_factor is indeed applied.
        "
"passed","Thu May 21 17:29:55 GMT 2026","Thu May 21 17:29:55 GMT 2026","0","tests.ai_edited_test.data","test_ai_indexed_dataset","TestGetAvailableDatasetImpl","","","test_contains_lazy","Test that 'lazy' is in available implementations."
"passed","Thu May 21 17:29:54 GMT 2026","Thu May 21 17:29:54 GMT 2026","0","tests.ai_edited_test.cli","test_ai_model_args","TestFP8MemConfigs","","","test_defaults",""
"passed","Thu May 21 17:30:00 GMT 2026","Thu May 21 17:30:00 GMT 2026","0","tests.ai_edited_test.transformers","test_ai_audio_utils","TestAudioUtils","","","test_power_to_db_negative_min_value",""
"passed","Thu May 21 17:30:01 GMT 2026","Thu May 21 17:30:01 GMT 2026","0","tests.ai_edited_test.transformers","test_ai_image_transforms","TestPad","","","test_channels_first_padding",""
"passed","Thu May 21 17:30:00 GMT 2026","Thu May 21 17:30:00 GMT 2026","1","tests.ai_edited_test.transformers","test_ai_aoa_config_base","TestMoEAOAConfigGeneratorModelPrefix","","","test_base_model_class",""
"passed","Thu May 21 17:24:04 GMT 2026","Thu May 21 17:24:04 GMT 2026","6","tests.transformers.qwen2_vl","test_video_processor","Qwen2VLVideoProcessingTest","","","test_video_processor_from_and_save_pretrained",""
"passed","Thu May 21 17:29:58 GMT 2026","Thu May 21 17:29:58 GMT 2026","8","tests.ai_edited_test.nn","test_ai_moe_deepep_layer","TestModularMoELayer","","","test_init_deepep_communication","Test that DeepEP communication module is created when dispatcher_type is deepep."
"passed","Thu May 21 17:30:00 GMT 2026","Thu May 21 17:30:00 GMT 2026","1","tests.ai_edited_test.trainer","test_ai_timer","TestTimerBasic","","","test_elapsed_with_reset",""
"passed","Thu May 21 17:17:10 GMT 2026","Thu May 21 17:17:11 GMT 2026","994","tests.transformers.glm_ocr","test_processor","Glm46VProcessorTest","","","test_multiple_images","Verify that each image token is independently expanded for multi-image input"
"passed","Thu May 21 17:29:58 GMT 2026","Thu May 21 17:29:58 GMT 2026","1","tests.ai_edited_test.nn","test_ai_moe_utils","TestScatterAxis","","","test_parallelism_2_rank0","Test with parallelism=2, rank=0 gets first half."
"passed","Thu May 21 17:29:54 GMT 2026","Thu May 21 17:29:54 GMT 2026","0","tests.ai_edited_test.cli","test_ai_load_hf_ckpt","TestPaddleNameToHfNamesDSV2","","","test_shared_expert_w2",""
"passed","Thu May 21 17:11:08 GMT 2026","Thu May 21 17:11:08 GMT 2026","24","tests.trainer","test_argparser","ArgparserTest","","","test_parse_json_file",""
"passed","Thu May 21 17:20:05 GMT 2026","Thu May 21 17:20:05 GMT 2026","121","tests.transformers.qwen2_5_vl","test_modeling","Qwen2_5_VLModelTest","","","test_sample_generate",""
"passed","Thu May 21 17:19:49 GMT 2026","Thu May 21 17:19:49 GMT 2026","0","tests.transformers.phi3","test_modeling","Phi3ModelTest","","","test_greedy_generate",""
"passed","Thu May 21 17:16:48 GMT 2026","Thu May 21 17:16:48 GMT 2026","39","tests.transformers.glm_ocr","test_modeling","GlmOcrModelTest","","","test_forward_without_images","Pure text input (no pixel_values / image_grid_thw) should not raise error."
"passed","Thu May 21 17:29:47 GMT 2026","Thu May 21 17:29:47 GMT 2026","0","tests.ai_edited_test.cli","test_ai_ernie_logging","TestLoggingModule","","","test_bce_bns_proxy_disabled","Test that bce_bns_proxy wrapper logger is disabled."
"passed","Thu May 21 17:29:59 GMT 2026","Thu May 21 17:29:59 GMT 2026","0","tests.ai_edited_test.quantization","test_ai_quantization_utils","TestQuantizationUtils","","","test_convert_to_quantize_state_dict_already_quantized",""
"passed","Thu May 21 17:20:21 GMT 2026","Thu May 21 17:20:22 GMT 2026","1545","tests.transformers.qwen2_5_vl","test_modeling","Qwen2_5_VLCompatibilityTest","","","test_Qwen2_5_VL_classes_from_local_dir_1_Qwen2_5_VLForConditionalGeneration",""
